,ID,titles,descriptions,pictures,k_means,nature,history,travel,romantic,diversity,educational,crime,action,politics,teen,reality,k_means,youth,adults,seniors
201,1819,NOS Tour de France ,Alle etappes van de Tour de France zijn rechtstreeks te volgen.,https://images.npo.nl/header/2560x1440/Tour_de_France_2020_cdn_header-1624519250.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
202,1765,NOS Four Freedoms Awards ,De Duitse bondskanselier Angela Merkel neemt in Middelburg de International Four Freedoms Award 2016 in ontvangst uit handen van premier Mark Rutte. Rechtstreeks verslag inclusief toespraak Merkel.,https://images.npo.nl/header/2560x1440/ANP-19001534_Four-Freedom-Awards_cdn_header-1590019876.jpg,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
203,1775,NOS Jeugdjournaal Koningsspelen ,Verslag van de opening van de Koningsspelen door koning Willem-Alexander en koningin Máxima. Interviews en achtergronden bij het grootste evenement voor kinderen in Nederland. Aan deze nationale sport- en speldag doen meer dan een miljoen schoolkinderen mee. Na de officiële openingshandeling door de koning treedt Kinderen voor Kinderen op met een nieuw lied dat speciaal voor de Koningsspelen is geschreven.,https://images.npo.nl/header/2560x1440/Schermafbeelding_2018-04-20_om_16.23.37_cdn_header-1586166970.png,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
204,1813,NOS Sport WK Voetbal clubteams ,Wedstrijdverslagen van de voetbalkampioenen van zes continenten die tegen elkaar strijden in het WK voetbal voor clubteams.,https://images.npo.nl/header/2560x1440/ANP-54651300_cdn_header-1590119652.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
205,1787,NOS Koningspaar in... ,Verslag van de staatsbezoeken van koning Willem-Alexander en koningin Máxima.,https://images.npo.nl/header/2560x1440/ANP-34708472_cdn_header-1590029555.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
206,1762,NOS EK vrouwenvoetbal ,"Alles over het EK voetbal voor vrouwen, dat tussen 16 juli en 6 augustus 2017 in Nederland.",https://images.npo.nl/header/2560x1440/ANP-42299536_cdn_header-1590090642.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
207,1817,NOS Studio Sport ,Met live beelden en/of samenvattingen van de belangrijkste sportwedstrijden en -evenementen van de dag. Ook met interviews en reportages.,https://images.npo.nl/header/2560x1440/Studio_Sport_-_presentatoren_cdn_header-1629881877.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
208,1769,NOS Het vragenuurtje ,"Het vragenuurtje tijdens de dinsdagmiddagvergadering van de Tweede Kamer, waarin kamerleden vragen stellen aan een bewindspersoon.",https://images.npo.nl/header/2560x1440/Tweede_Kamerzetels_cdn_header-1590065778.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
209,1796,NOS Olympische Spelen ,Live sportverslagen of sportoverzichten van de Olympische Spelen.,https://images.npo.nl/header/2560x1440/OWS_2022_schaatsen_schouten_cdn_header-1644070313.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
210,1822,NOS UEFA Champions League Live ,"Diverse wedstrijdverslagen, voor- en nabeschouwingen van UEFA Champions League wedstrijden.",https://images.npo.nl/header/2560x1440/618381.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
211,1785,NOS Koningsdag ,Verslag van alle officiële festiviteiten op en rond Koningsdag.,https://images.npo.nl/header/2560x1440/ANP-32336328_cdn_header-1590020000.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
212,1812,NOS Sport Vuelta ,Samenvatting van de vandaag gereden etappe.,https://images.npo.nl/header/2560x1440/ANP-60337429_cdn_header-1587131611.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
213,1778,NOS Journaal 20.00 uur ,"Met het laatste nieuws, gebeurtenissen van nationaal en internationaal belang en de weersverwachting voor de avond en komende dagen.",https://images.npo.nl/header/2560x1440/nos_journaal_cdn_header-1614682574.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
214,1781,NOS Journaal ,"Het laatste nieuws, gebeurtenissen van nationaal en internationaal belang en de weersverwachting.",https://images.npo.nl/header/2560x1440/nos_journaal_cdn_header-1614682574.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
215,1802,NOS OS Vandaag ,"Een terugblik op de olympische dag met samenvattingen, interviews met sporters, reportages en vaste rubrieken.",https://images.npo.nl/header/2560x1440/OWS_2022_Peking_vandaag_Herman_Zandt__cdn_header-1644090098.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
216,1798,NOS op 3 Special ,Diverse nieuwsspecials van NOS op 3 met betrekking tot actuele onderwerpen.,https://images.npo.nl/header/2560x1440/1072754.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
217,1779,NOS Journaal met gebarentaal 20.00 ,"Met het laatste nieuws, gebeurtenissen van nationaal en internationaal belang en de weersverwachting.",https://images.npo.nl/header/2560x1440/1363718.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
218,1820,NOS Tourjournaal ,De kijker wordt bijgepraat over de laatste ontwikkelingen in de Ronde van Frankrijk.,https://images.npo.nl/header/2560x1440/ANP-28086172_cdn_header-1589915105.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
219,1759,NOS EK Voetbal Kwalificatiewedstrijden ,"Alle verslagen, analyses, beschouwingen en hoogtepunten van de kwalificatiewedstrijden voor het EK Voetbal.",https://images.npo.nl/header/2560x1440/ANP-45294692_cdn_header-1590027516.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
220,1821,"NOS ""U kijkt zo lief..."" Over ruim 50 jaar tv-debatten ",Een terugblik op ruim vijftig jaar televisiedebatten. Van het schuchtere begin tot het ongezouten heden.,https://images.npo.nl/header/2560x1440/875072.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
221,1816,NOS Studio Sport Eredivisie ,Met samenvattingen van de Eredivisieduels.,https://images.npo.nl/header/2560x1440/Studio_Sport_Eredivisie_cdn_header-1628933046.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
222,1826,NOS Wiener Philharmoniker Boedapest ,Registratie van een concert dat de wereldberoemde Wiener Philharmoniker gaf.,https://images.npo.nl/header/2560x1440/961473.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
223,1815,NOS Stofwisseltour ,Programma over de Stofwisseltour: fietsen voor kinderen met een stofwisselingziekte.,https://images.npo.nl/header/2560x1440/937088.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
224,1747,NOS Amerika Kiest ,De laatste ontwikkelingen rond de Amerikaanse verkiezingen.,https://images.npo.nl/header/2560x1440/The_Choice_cdn_header-1603293902.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
225,1824,NOS Vuur van de Vrijheid ,Estafettelopers brengen het Bevrijdingsvuur van Wageningen naar hun gemeente.,https://images.npo.nl/header/2560x1440/Premier_Rutte_ontsteekt_Bevrijdingsvuur_ANP-15559077_cdn_header-1588580851.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
226,1806,NOS Presentatie Kabinet Rutte 2 ,Op Paleis Huis ten Bosch wordt het kabinet-Rutte II beëdigd.,https://images.npo.nl/header/2560x1440/114299.jpg,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
227,1780,NOS Journaal met gebarentaal ,Alle Journaaluitzendingen met gebarentolken.,https://images.npo.nl/header/2560x1440/nos_journaal_cdn_header-1614682574.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
228,1792,NOS Nationale viering bevrijding ,"Live verslag van de 5-meilezing en de Kinderlezing en het het officiële startsein voor Bevrijdingsdag door premier Rutte, die op het Bevrijdingsfestival in Groningen het vrijheidsvuur ontsteekt.",https://images.npo.nl/header/2560x1440/1044779.jpg,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
229,1809,NOS Provinciebezoeken Koning Willem-Alexander en Koningin Máxima ,NOS Provinciebezoek Koning Willem-Alexander en Koningin Máxima,https://images.npo.nl/header/2560x1440/194561.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
230,1039,Het Beeld van Beatrix ,"Op 31 januari wordt koningin Beatrix 75 jaar. Ter ere van deze mijlpaal ging de NOS via de website op zoek naar kunstwerken die de vorstin uit- of afbeelden. Een deskundige jury, bestaande uit Jan des Bouvrie, Sacha de Boer en een conservator van Paleis Het Loo, kiest uit de inzendingen 75 werken. De winnende kunstwerken worden vanaf 30 januari tentoongesteld in Paleis Het Loo in Apeldoorn, samen met werken van wereldberoemde kunstenaars als Andy Warhol en Marte Röling. Verslag van de zoektocht en de officiële opening van de tentoonstelling.",https://images.npo.nl/header/2560x1440/1575724.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
231,1754,NOS De hand van Claus ,"Portret. Tien jaar geleden, op 6 oktober 2002, overlijdt prins Claus op 76-jarige leeftijd na een lang ziekbed. Na een moeilijke start groeit hij uit tot een geliefd en onomstreden lid van het koninklijk huis. Claus is niet alleen de echtgenoot van Beatrix, hij geldt ook als haar belangrijkste adviseur. Zijn hand is tot op de dag van vandaag waar te nemen in de manier waarop de koningin invulling geeft aan haar ambt. Als 'pater familias' inspireert en stimuleert hij zijn zoons en schoondochters. NOS-programmamaker Etienne Glebbeek schetst het leven van prins Claus. Het portret begint in Hitzacker, in het noorden van Duitsland. Daar wordt Klaus-Georg Wilhelm Otto Friedrich Gerd von Amsberg op 6 september 1926 geboren. Opgroeien in het Duitsland van Hitler is allesbepalend voor Claus; de oorlog laat hem zijn leven lang niet los. De liefde voor Beatrix brengt hem naar Nederland, waar hij geniet van het gezinsleven. En hij gaat 'gewoon' aan het werk. Hij richt zich onder meer op ontwikkelings-samenwerking en neemt diverse commissariaten op zich. Als Beatrix koningin wordt, ontkomt Claus niet aan de vele representatieve en protocollaire verplichtingen. Dit leven valt hem zichtbaar zwaar. Wanneer Beatrix nog geen jaar koningin is, wordt hij ziek. En in de loop der jaren nemen de gezondheidsproblemen toe: depressie, de ziekte van Parkinson en prostaatkanker. De laatste jaren van zijn leven beleeft prins Claus periodes van ziekte, afgewisseld met oplevingen en actieve periodes. Op 6 oktober 2002 overlijdt hij in het AMC in Amsterdam. Presentatie: Astrid Kersseboom.",https://images.npo.nl/header/2560x1440/106097.jpg,4,0,1,0,1,0,0,0,0,0,0,0,4,0,0,1
232,1793,NOS Nederland Kiest ,Alle uitzendingen van de NOS rond diverse politieke verkiezingen.,https://images.npo.nl/header/2560x1440/Verkiezingen_Tweede_Kamer_2021_-_ANP_cdn_header-1615892010.jpg,4,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0
233,1782,NOS Journaal Regio ,"Regionaal nieuws met landelijke uitstraling, gemaakt door de NOS en de regionale omroepen.",https://images.npo.nl/header/2560x1440/RegioJournaal_cdn_header-1625729615.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
234,1755,NOS De strijd om Indonesië ,"Programma naar aanleiding van het vandaag verschenen onderzoek naar het Nederlandse geweld tijdens de Indonesische onafhankelijkheidsoorlog van 1945 tot 1949. In het programma is een reportage te zien uit Indonesië, waar de gevolgen van de onafhankelijkheidsstrijd nog ieder jaar worden herdacht. Verder is er aandacht voor de bijdrage van de Indonesische curatoren aan de tentoonstelling Revolusi!, die vanaf 11 februari is te zien in het Rijksmuseum in Amsterdam.",https://images.npo.nl/header/2560x1440/1665080.jpg,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1
235,1790,NOS Man op de Maan ,"'It's one small step for man, one giant leap for mankind', de beroemde woorden van Neil Armstrong toen hij in 1969 als eerste mens een voet op de maan zette. Veertig jaar na de eerste maandlanding neemt de NOS de kijker mee terug naar de gebeurtenissen van toen. In het eerste deel van de uitzending gaat presentator Joost Karhof op zoek naar de antwoorden op alle vragen van voor, tijdens, rond en na de maanlanding.",https://images.npo.nl/header/2560x1440/1243036.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
236,1801,NOS OS Studio ,Liveprogramma vanaf de Jaap Eden IJsbaan in Amsterdam. Met gasten wordt teruggeblikt op de Olympische dag in Peking. Verder zijn er onder meer reportages en muziek.,https://images.npo.nl/header/2560x1440/Dione_de_Graaff_De_Avondetappe_2021_cdn_header-1625729149.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
237,1789,NOS Maliebaanmonologen ,Zes monologen door het Utrechtse theatergezelschap Aluin en geïnspireerd op het boek 'Aan de Maliebaan' van Ad van Liempt.,https://images.npo.nl/header/2560x1440/744608.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
238,1784,NOS Koningin Beatrix in... ,Verslag van de staatsbezoeken van koningin Beatrix.,https://images.npo.nl/header/2560x1440/131501.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
239,1763,NOS Europese Kampioenschappen ,"Aandacht voor zeven Europese Kampioenschappen. Wielrennen, zwemmen, turnen, golf, roeien, triatlon in Glasgow en atletiek in Berlijn.",https://images.npo.nl/header/2560x1440/europese_kampioenschappen_cdn_header-1587125975.png,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
240,1808,NOS Prinsjesdag ,"Verslag van de 'derde dinsdag in september' met de rijtoer van koning Willem-Alexander en koningin Máxima naar de Ridderzaal, de troonrede en de balkonscène op Paleis Noordeinde. Omstreeks 15.00 uur vindt de overhandiging van de Miljoenennota door minister van Financiën plaats en volgen de eerste reacties op de plannen.",https://images.npo.nl/header/2560x1440/ANP-377725380_cdn_header-1600166869.jpg,4,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1
241,1811,NOS Sport Confederations Cup ,"Voetbaltoernooi voor landenteams dat om de vier jaar wordt georganiseerd door de FIFA, waarin de kampioenen van de zes overkoepelende continentale voetbalbonden, de wereldkampioen en het organiserende land tegen elkaar uitkomen.",https://images.npo.nl/header/2560x1440/cup_cdn_header-1590093073.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
242,1764,NOS Feest in Ahoy ,NOS Feest in Ahoy,https://images.npo.nl/header/2560x1440/177274.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
243,1818,NOS Studio Voetbal ,Voetbalprogramma waar de presentator met een aantal voetbalgasten het voorbije voetbalweekend nabeschouwt.,https://images.npo.nl/header/2560x1440/1319146.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
244,1823,NOS Veteranendag ,"Verslag van Veteranendag, een jaarlijks terugkerend nationaal evenement, waarbij Nederland de meer dan 100.000 veteranen bedankt die zijn ingezet in dienst van de vrede.",https://images.npo.nl/header/2560x1440/ANP-46307729_cdn_header-1590093677.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
245,1750,NOS Bevrijdingsdag ,Een concert met muziek en verhalen over vrijheid en de gevolgen van de oorlog.,https://images.npo.nl/header/2560x1440/1222727.jpg,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1
246,1786,NOS Koningshuis ,Programma's en uitzendingen rondom het koningshuis.,https://images.npo.nl/header/2560x1440/ANP-55496868_cdn_header-1590131912.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
247,1756,NOS Documentaire Nationale Herdenking ,"In het kader van de nationale Dodenherdenking, diverse documentaires over de gevolgen van de oorlog.",https://images.npo.nl/header/2560x1440/ANP-32937145_cdn_header-1587138269.jpg,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1
248,1814,NOS Sportjournaal ,Het belangrijkste sportnieuws van vandaag.,https://images.npo.nl/header/2560x1440/NOS_Sportjournaal_presentator_Sjoerd_van_Ramshorst_cdn_header-1625729606.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
249,1741,NOS 300 jaar Vrede van Utrecht ,NOS 300 jaar Vrede van Utrecht,https://images.npo.nl/header/2560x1440/169884.jpg,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
250,1195,Iedereen Verlicht ,"Persoonlijke verhalen van mensen die zich, vaak geïnspireerd door het hindoeïsme, spiritueel bezighouden met het verbeteren van zichzelf en de wereld.",https://images.npo.nl/header/2560x1440/1193134.jpg,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
251,2003,Puberruil Zapp ,Kids van 11 en 12 jaar ruilen in dit programma voor een paar dagen van leven. Ze stappen in de wereld van een leeftijdsgenootje en komen terecht in een nieuw gezin.,https://images.npo.nl/header/2560x1440/puberruil-zapp-2017-aflevering-7-tim-01_cdn_header-1590098668.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
252,1902,Operatie Obesitas ,"Olivier Locadia, beter bekend als rapper Willie Wartaal, neemt de kijkers mee in de wereld van de maagverkleiningen.",https://images.npo.nl/header/2560x1440/Olivier-Dani_cdn_header-1631020166.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
253,20,2Doc Kort ,"Filmmakers van over de hele wereld vertellen in een minuut of tien hoe een actuele ontwikkeling haar of hem persoonlijk raakt. Een documentaire als een videobrief, van de maker aan de kijker.",https://images.npo.nl/header/2560x1440/Samenzwervers_cdn_header-1630571061.jpeg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
254,1480,Life is beautiful ,"'Life is Beautiful' is gebaseerd op de adagia van Erasmus. Deze wijze oneliners van Erasmus inspireerden de filmmakers Mark de Cloe en Jeroen Berkvens om een dertigtal korte films te maken, een afwisselende serie vol observatie, poëtische kracht en fantasie. 'Life is Beautiful' laat ons zien hoe wonderlijk het leven is. De films nemen de kijker mee in de moeilijke keuzes van een jong verliefd puberstel, de ontmoeting tussen twee onbekenden, de dromen van een barista kampioene, de tocht van een rode koffer, de plek waar de wereld eindigt, het Verona van Julliet en naar de meisjes die boeken lezen in het openbaar",https://images.npo.nl/header/2560x1440/4322.jpg,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
255,2616,Wiskunde voor de brugklas ,Getallen worden over de hele wereld gebruikt. Ze zorgen voor meetbaarheid en objectiviteit.,https://images.npo.nl/header/2560x1440/486460.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
256,1031,"Hemel, hel & regenboog ",Deze documentaire volgt John Lapré (35) op zijn missie om homoseksualiteit bespreekbaar te maken en de refo- en evangelische wereld van binnenuit te emanciperen.,https://images.npo.nl/header/2560x1440/1621837.jpg,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
257,1349,Keuringsdienst van waarde ,Klopt het wat fabrikanten claimen en wat ze ons in reclames verkopen? De verslaggevers van de Keuringsdienst nemen de telefoon ter hand en duiken in de wondere wereld van ons voedsel.,https://images.npo.nl/header/2560x1440/Keuringsdienst_van_waarde_-__cdn_header-1641890291.jpg,5,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
258,2264,Tell Me Who I Am ,"Aan de vooravond van de Spaanse Burgeroorlog valt een jonge Madrileense vrouw uit een gegoed milieu in handen van een spionagenetwerk. Ze wordt meegesleept door gebeurtenissen die zijzelf maar nauwelijks kan overzien, en die haar de halve wereld rond zullen voeren.",https://images.npo.nl/header/2560x1440/Tell_Me_Who_I_Am_Poster_cdn_header-1619012331.jpg,5,1,1,0,0,0,0,0,0,0,0,0,5,0,1,1
259,660,De wereld in vogelvlucht ,Dit programma laat in vogelvlucht de leefwijzes van mensen in verschillende delen van de wereld zien.,https://images.poms.omroep.nl/image/s2560/c2560x1440/133458.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
260,918,Forever Young ,"Chris Zegers bezoekt de oudste jongeren ter wereld. Tachtig- en negentigplussers met de levenslust van de jeugd. Ze delen hun inspirerende verhalen, vertellen over de afgelopen eeuw en laten zien dat leeftijd maar een getal is, dat je gewoon kunt negeren.",https://images.npo.nl/header/2560x1440/marksertichenchrisopijsbaan-225403_cdn_header-1587192557.jpeg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
261,1423,Kunststof TV ,"Live talkshow met gasten, reportages en muziek uit de wondere wereld van kunst, cultuur en media.",https://images.npo.nl/header/2560x1440/Joost_Karhof3__Leendert_Jansen_cdn_header-1589886823.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
262,2380,Trippers ,"Tim Hofman, Emma Wortelboer, Maurice Lede en Eva Cleven trekken de hele wereld over op zoek naar indringende, bijzondere en verborgen verhalen over wat jonge mensen in het buitenland bezighoudt.",https://images.npo.nl/header/2560x1440/trippers-gezamelijk-16-9-met-nieuwe-tim-284793_cdn_header-1587183653.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
263,2638,Young Impact Celebration ,10.000 jongeren vierden hun positieve impact op de wereld tijdens de Young Impact Celebration.,https://images.npo.nl/header/2560x1440/911447.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
264,1672,NCRV Dokument De regels van Matthijs ,Documentaire. Matthijs is autistisch. Als de woningbouwvereniging hem uit zijn woning dreigt te zetten stort zijn wereld in.,https://images.npo.nl/header/2560x1440/105377.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
265,217,Bing ,Bing is een driejarig konijntje vol energie. Hij is speels en geniet volop van de wereld om hem heen.,https://images.npo.nl/header/2560x1440/Bing_cdn_header-1590079941.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
266,809,Een meester in Moskou ,Zenmeester Ton Lathouwers keert voor het eerst sinds bijna vijftig jaar terug naar Rusland en opent de wondere wereld van de Sovjetliteratuur.,https://images.npo.nl/header/2560x1440/572555.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
267,549,De nieuwe wereld (film) ,Mirte werkt als schoonmaakster in het aanmeldcentrum voor asielzoekers bij de luchthaven. Ze is een weerbarstige vrouw die door routine haar verleden probeert weg te drukken.,https://images.npo.nl/header/2560x1440/1061824.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
268,464,De Halve Maan ,"Opinieprogramma dat een scherp oog heeft voor de ontwikkelingen in en rondom de islamitische gemeenschap in Nederland en de wereld. Elke week zal een panel van vaste deelnemers en betrokkenen actuele onderwerpen onder de loep nemen en becommentariëren. Het panel van de De Halve Maan zal voorgezeten worden door journaliste Naeeda Aurangzeb. In wisselende samenstelling terugkerende panelleden zijn o.a. advocate Famile Arslan, journalist en oud-wethouder Fouad Sidali, cabaretière en columniste Funda Müjde en publiciste Naema Tahir. Daarnaast wordt bij elk te bespreken onderwerp een betrokken of deskundige gast uitgenodigd. Elke week is ook De Schotelservice te zien, een selectie van de meest opmerkelijke en spraakmakende televisie over of uit de islamitische wereld, opgevangen met de schotel.",https://images.npo.nl/header/2560x1440/185952.jpg,5,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
269,934,Freeks wilde wereld ,"Nederlands bekendste bioloog Freek Vonk reist de wereld over, op zoek naar unieke diersoorten. Ook geeft hij tips hoe je kunt overleven in de meest afgelegen, ruige en onherbergzame plekken op de wereld, waar hij zich begeeft.",https://images.npo.nl/header/2560x1440/freeks_wilde_wereld_seizoen_2020_cdn_header-1604928756.jpg,5,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
270,914,Follow the money ,"Deense drama serie over de wereld van economische misdaad bij banken, op aandelenbeurzen en in board rooms.",https://images.npo.nl/header/2560x1440/follow_the_money2_cdn_header-1590066627.jpg,5,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
271,1439,Langs de grenzen van Turkije ,"Bram Vermeulen reist langs de grenzen van Turkije. Met instortend Europa aan de ene kant en wankelende regimes in de Arabische wereld aan de andere kant, zal de Turkse invloed in deze regio’s groeien.",https://images.npo.nl/header/2560x1440/Langs_de_grenzen_header_cdn_header-1638545002.jpg,5,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
272,1645,My 9/11 ,Twintig jaar na de aanslagen op de Verenigde Staten reizen Sinan Can en Floortje Dessing naar Afghanistan en de VS om de impact te onderzoeken die 9/11 op de wereld heeft gehad.,https://images.npo.nl/header/2560x1440/my_9_11_cdn_header-1630480160.jpeg,5,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
273,396,De Aanklagers ,Documentairemaker Coen Verbraak mag officieren van justitie op de voet volgen bij hun werk. Dat levert een unieke en meeslepende inkijk op in de wereld van het OM en de openbaar aanklager.,https://images.npo.nl/header/2560x1440/0001_cdn_header-1590018047.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
274,1870,Ontdek de Ruimte - met André Kuipers ,"'Ontdek de Ruimte - met André Kuipers' is een reis door de wonderlijke wereld van sterrenkunde en ruimtevaart. Een educatieve en visueel vernieuwende serie, waarin verschillende thema's rondom het universum worden behandeld. Vanuit de ruimte laat André Kuipers zien hoe het heelal in elkaar zit. Zo neemt hij ons mee naar de zon, sterren en planeten, laat hij zien hoe raketten werken en leidt hij ons rond in het internationale ruimtestation. Ook toont André bijzondere staaltjes wetenschap, zoals dierenbescherming vanuit de ruimte, en gaan we met hem op zoek naar buitenaards leven. Op aarde duikt Bart Meijer in de wereld van supertelescopen, marslanders en satellieten. Ook ondervindt hij hoe zweven voelt en wat G-krachten doen met je lichaam. Door het gebruik van de nieuwste technieken op het gebied van special effects, virtuele en vliegende camera's, wordt het een spectaculaire beleving voor jong en oud.",https://images.npo.nl/header/2560x1440/Andr__Kuipers__Wim_Kluvers_cdn_header-1590087801.jpg,5,1,0,1,0,0,1,0,0,0,0,0,5,0,0,0
275,563,De Pennen zijn geslepen ,"Onder leiding van Saskia Noort, Paul Sebes en Willem Bisseling stappen zeven bekende Nederlanders in de wereld van misdaad en moord. Proefondervindelijk leren ze en schrijven aan hun eigen literaire thriller.",https://images.npo.nl/header/2560x1440/depennen-groepkleurjpg_cdn_header-1590046514.jpg,5,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
276,2506,Voices of Finance ,"Dansfilm van Clara van Gool, gebaseerd op de spraakmakende Banking Blogs van Joris Luyendijk in The Guardian over de financiële wereld in Londen.",https://images.npo.nl/header/2560x1440/692888.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
277,1072,Het Groot Dictee der Nederlandse taal ,"Dictee waarin dertig bekende Nederlanders en Vlamingen uit de wereld van politiek, sport, literatuur, theater en televisie het opnemen tegen dertig onbekende taaltalenten, die zich succesvol door de voorrondes van de Volkskrant en de Belgische krant De Morgen hebben heen geschreven. Presentatie: Philip Freriks & Freek Braeckman.",https://images.npo.nl/header/2560x1440/Philip_Freriks_en_Freek_Braeckman__Wim_Kluvers_cdn_header-1590003830.jpg,5,0,0,0,0,0,0,1,0,1,0,0,5,1,1,0
278,2038,R.E.L.: Romeyn en Lamoree ,"Kunstprogramma waarin acteur en beeldend kunstenaar Michiel Romeyn en kunstrecensent Jhim Lamoree in de wereld van de hedendaagse kunst en cultuur duiken. Zij gaan naar tentoonstellingen, bezoeken voorstellingen, spreken kunstenaars en schoppen soms tegen een paar heilige (kunst)huisjes.",https://images.npo.nl/header/2560x1440/46047.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
279,1010,Hanna's mission ,Hoe helpen we onze wereld verder? Werk samen aan een mediaproject waarmee een goed doel gediend wordt! Zo maak je de wereld een stukje beter.,https://images.npo.nl/header/2560x1440/133457.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
280,574,De regels van Floor ,"In Floors wereld bedenken kinderen, net als volwassenen, hun eigen regels en dat leidt tot verrassende nieuwe inzichten. Deze jeugdserie is gebaseerd op de succesvolle gelijknamige boekenreeks van Marjon Hoffman.",https://images.npo.nl/header/2560x1440/DeRegelsVanFloor_S03_foto-c-MennoBouma_VPRO_cdn_header-1587198790.jpg,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
